City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,vejalpur,22.6833,73.5667,23.51,90.0,12.0,2.89,IN,1726707153.0
303,loukhi,66.0764,33.0381,8.49,95.0,16.0,2.41,RU,1726707153.0
304,cidreira,-30.1811,-50.2056,17.61,83.0,0.0,10.29,BR,1726707153.0
305,talnakh,69.4865,88.3972,1.88,99.0,100.0,3.61,RU,1726707153.0
306,vingt cinq,,,,,,,,
307,muroto-misakicho,33.2833,134.15,28.77,79.0,31.0,2.91,JP,1726707154.0
308,constantia,44.1833,28.65,15.39,80.0,100.0,7.51,RO,1726707073.0
309,lhasa,29.65,91.1,13.62,62.0,0.0,1.24,CN,1726707154.0
310,serdobsk,52.4586,44.2169,9.87,32.0,11.0,0.82,RU,1726707154.0
311,pokhara,28.2333,83.9833,21.37,61.0,0.0,2.26,NP,1726707154.0
312,sos'va,59.1766,61.8558,9.53,95.0,4.0,1.72,RU,1726707154.0
313,holualoa,19.6228,-155.9522,26.91,85.0,75.0,2.06,US,1726707025.0
314,acapulco de juarez,16.8634,-99.8901,30.9,74.0,75.0,2.57,MX,1726707109.0
315,avarua,-21.2078,-159.775,24.03,88.0,40.0,2.06,CK,1726707155.0
316,tazacorte,28.629,-17.9293,20.54,84.0,0.0,2.57,ES,1726707155.0
317,mamit,23.9333,92.4833,25.13,87.0,54.0,0.54,IN,1726707155.0
318,klaksvik,62.2266,-6.589,12.24,90.0,100.0,4.5,FO,1726707155.0
319,barra de santo antonio,-9.4047,-35.5072,23.86,79.0,1.0,5.06,BR,1726707155.0
320,riachao do jacuipe,-11.8069,-39.3856,20.62,79.0,0.0,4.0,BR,1726707156.0
321,sergeyevka,53.88,67.4158,6.65,68.0,8.0,1.64,KZ,1726707156.0
322,belem de sao francisco,-8.7539,-38.9658,23.75,61.0,0.0,9.23,BR,1726707156.0
323,fort bragg,35.139,-79.006,23.23,89.0,100.0,2.57,US,1726707156.0
324,gordonvale,-17.0936,145.7842,27.75,78.0,100.0,1.8,AU,1726707156.0
325,aswan,24.0934,32.907,28.61,21.0,0.0,2.57,EG,1726707058.0
326,knyaginino,55.8228,45.0349,13.08,65.0,72.0,3.35,RU,1726707157.0
327,pyinmana,19.7333,96.2167,25.98,89.0,23.0,0.67,MM,1726707157.0
328,fort-de-france,14.6089,-61.0733,26.97,89.0,100.0,2.06,MQ,1726707015.0
329,sechura,-5.5569,-80.8222,17.97,81.0,0.0,7.39,PE,1726707157.0
330,cargados carajos,,,,,,,,
331,gunnedah,-30.9833,150.25,23.48,23.0,0.0,6.21,AU,1726707157.0
332,seminole,28.7086,-81.2081,29.6,78.0,75.0,5.14,US,1726707158.0
333,cheongsong gun,36.4335,129.057,27.57,75.0,100.0,0.8,KR,1726707158.0
334,serhetabat,35.2799,62.3438,14.98,51.0,87.0,1.73,TM,1726707158.0
335,kiunga,-6.1219,141.2906,27.0,82.0,100.0,1.49,PG,1726707158.0
336,zeya,53.75,127.2667,9.81,44.0,0.0,2.13,RU,1726707158.0
337,huarmey,-10.0681,-78.1522,17.26,82.0,32.0,4.42,PE,1726707158.0
338,warrnambool,-38.3833,142.4833,11.79,74.0,94.0,11.94,AU,1726707159.0
339,brownsville,25.9018,-97.4975,29.99,83.0,20.0,6.17,US,1726706914.0
340,sumbawa besar,-8.5,117.4333,30.7,53.0,84.0,2.29,ID,1726707159.0
341,novaya ladoga,60.1025,32.3019,11.77,92.0,100.0,2.96,RU,1726707159.0
342,puerto la cruz,10.2167,-64.6167,27.35,82.0,100.0,2.91,VE,1726707159.0
343,marginea,47.8167,25.8167,13.37,85.0,100.0,2.38,RO,1726707160.0
344,whitby,54.4877,-0.615,12.99,87.0,7.0,0.96,GB,1726706873.0
345,usogorsk,63.4106,48.6872,11.18,95.0,100.0,2.18,RU,1726707160.0
346,mozhaysk,55.5019,36.0272,12.13,63.0,28.0,2.17,RU,1726707160.0
347,quang ngai,15.1167,108.8,23.18,97.0,100.0,2.71,VN,1726707161.0
348,kuching,1.55,110.3333,28.35,82.0,20.0,3.09,MY,1726707161.0
349,dudinka,69.4058,86.1778,5.57,97.0,100.0,4.81,RU,1726707161.0
350,kalmunai,7.4167,81.8167,26.23,74.0,27.0,2.11,LK,1726707161.0
351,flying fish cove,-10.4217,105.6791,25.82,73.0,20.0,4.63,CX,1726707161.0
352,timmins,48.4669,-81.3331,18.9,59.0,40.0,2.06,CA,1726707162.0
353,thann,47.8167,7.0833,11.43,93.0,1.0,2.78,FR,1726707162.0
354,yamada,39.4667,141.95,24.41,64.0,66.0,1.89,JP,1726707163.0
355,saldanha,-33.0117,17.9442,11.03,75.0,2.0,10.64,ZA,1726707021.0
356,ust'-kut,56.7938,105.7672,4.92,87.0,99.0,1.79,RU,1726707163.0
357,raduzhny,62.0961,77.475,9.68,93.0,100.0,3.41,RU,1726707163.0
358,karratha,-20.7377,116.8463,29.26,38.0,53.0,3.65,AU,1726707163.0
359,lydenburg,-25.0978,30.4597,16.33,43.0,47.0,0.64,ZA,1726707163.0
360,dadonghai,,,,,,,,
361,tarawa,1.419,172.984,30.05,66.0,75.0,4.12,KI,1726707164.0
362,gurupi,-11.7292,-49.0686,30.91,26.0,26.0,1.32,BR,1726707164.0
363,fauske,67.2588,15.3918,15.53,88.0,100.0,3.35,NO,1726707164.0
364,kataragama,,,,,,,,
365,dzuunharaa,48.8523,106.4579,1.98,63.0,85.0,2.49,MN,1726707165.0
366,taulaga,-11.0553,-171.0883,27.54,70.0,4.0,0.75,AS,1726707165.0
367,malango,-2.9627,119.9001,25.37,64.0,57.0,1.31,ID,1726707165.0
368,neiafu,-18.65,-173.9833,24.38,73.0,100.0,3.09,TO,1726707165.0
369,olyokminsk,60.3736,120.4264,2.89,75.0,100.0,3.33,RU,1726707165.0
370,cole harbour,44.6724,-63.4751,19.96,85.0,100.0,2.57,CA,1726707165.0
371,ambovombe,-25.1667,46.0833,22.71,68.0,3.0,1.75,MG,1726707166.0
372,natal,-5.795,-35.2094,24.36,78.0,75.0,5.14,BR,1726707138.0
373,lagos,6.5833,3.75,23.76,94.0,97.0,2.47,NG,1726707166.0
374,funafuti,-8.5243,179.1942,30.0,79.0,40.0,1.54,TV,1726707166.0
375,nova vicosa,-17.8919,-39.3719,22.53,87.0,55.0,5.35,BR,1726707166.0
376,khorramabad,33.4878,48.3558,17.79,39.0,0.0,2.06,IR,1726707167.0
377,mindresti,47.5072,28.2769,14.87,63.0,100.0,2.83,MD,1726707167.0
378,wenchang,30.904,118.4887,28.02,86.0,84.0,5.1,CN,1726707167.0
379,rincon de la victoria,36.7172,-4.2758,23.25,75.0,84.0,2.22,ES,1726707167.0
380,kimbe,-5.5502,150.1429,32.29,57.0,62.0,1.86,PG,1726707167.0
381,san fernando de apure,7.8878,-67.4724,27.04,78.0,100.0,0.52,VE,1726707167.0
382,hithadhoo,-0.6,73.0833,27.93,76.0,100.0,6.46,MV,1726707168.0
383,canutama,-6.5339,-64.3831,29.21,43.0,81.0,1.56,BR,1726707168.0
384,horta,38.5333,-28.6333,19.45,78.0,8.0,3.58,PT,1726707168.0
385,bolivar,37.6145,-93.4105,27.22,58.0,23.0,4.09,US,1726707168.0
386,buala,-8.145,159.5921,29.51,71.0,29.0,3.78,SB,1726707168.0
387,minas de matahambre,22.5887,-83.9447,26.42,87.0,3.0,1.23,CU,1726707168.0
388,arendal,58.4615,8.7725,11.28,90.0,31.0,2.0,NO,1726707169.0
389,myeik,12.4333,98.6,24.81,93.0,100.0,1.82,MM,1726707169.0
390,zvenihorodka,49.0787,30.9675,12.04,32.0,77.0,4.69,UA,1726707169.0
391,zarzis,33.504,11.1122,26.47,75.0,81.0,8.11,TN,1726707169.0
392,happy valley-goose bay,53.3168,-60.3315,11.17,71.0,75.0,3.09,CA,1726707169.0
393,el bayadh,33.6832,1.0193,21.53,52.0,99.0,2.65,DZ,1726707169.0
394,nadi,-17.8,177.4167,27.0,47.0,75.0,2.57,FJ,1726707169.0
395,savanna-la-mar,18.219,-78.1332,29.96,89.0,100.0,0.37,JM,1726707170.0
396,gongzhuling,43.5008,124.8198,19.4,74.0,84.0,3.26,CN,1726707170.0
397,cork,51.898,-8.4706,13.68,87.0,20.0,3.09,IE,1726706901.0
398,tete,-16.1564,33.5867,24.11,25.0,0.0,0.94,MZ,1726707170.0
399,westport,41.1415,-73.3579,21.62,81.0,100.0,1.34,US,1726707042.0
400,aoulef,26.9667,1.0833,32.56,28.0,98.0,6.53,DZ,1726707170.0
401,sao felix do xingu,-6.6447,-51.995,27.63,53.0,72.0,0.32,BR,1726707170.0
402,qamdo,31.1667,97.2333,10.57,67.0,2.0,1.39,CN,1726707171.0
403,kirakira,-10.4544,161.9205,29.19,72.0,13.0,3.46,SB,1726707171.0
404,al muwayh,22.4333,41.7583,26.58,33.0,4.0,2.34,SA,1726707171.0
405,filey,54.21,-0.2892,13.27,89.0,9.0,0.45,GB,1726707171.0
406,nago,26.5881,127.9761,28.11,91.0,100.0,8.77,JP,1726707171.0
407,iola,37.9245,-95.4,31.03,51.0,0.0,5.14,US,1726706903.0
408,kirensk,57.7853,108.1119,4.64,90.0,97.0,2.98,RU,1726707171.0
409,port nelson,23.6333,-74.8333,29.73,70.0,100.0,5.12,BS,1726707172.0
410,nova praha,48.5682,32.9027,14.55,23.0,100.0,5.68,UA,1726707172.0
411,ordos,,,,,,,,
412,huayin,34.5675,110.0921,28.93,63.0,0.0,1.62,CN,1726707172.0
413,banning,33.9256,-116.8764,23.4,54.0,0.0,1.79,US,1726707169.0
414,chiili,,,,,,,,
415,i-n-salah,27.1935,2.4607,33.73,24.0,100.0,5.76,DZ,1726707173.0
416,kostanay,53.1667,63.5833,2.16,93.0,0.0,1.0,KZ,1726707173.0
417,lavinio,41.5011,12.5804,18.4,82.0,100.0,2.29,IT,1726707173.0
418,amancio,20.8257,-77.5799,26.65,85.0,43.0,1.72,CU,1726707173.0
419,puerto deseado,-47.7503,-65.8938,6.16,91.0,100.0,4.18,AR,1726706897.0
420,kolonia town,6.964,158.206,33.0,62.0,40.0,3.09,FM,1726707174.0
421,colonia,50.9333,6.95,18.31,75.0,0.0,4.63,DE,1726707002.0
422,plastun,44.7561,136.2939,19.42,37.0,100.0,2.91,RU,1726707174.0
423,kambia,9.1167,-12.9167,23.65,96.0,99.0,0.55,SL,1726707174.0
424,gamba,-2.65,10.0,23.55,89.0,100.0,3.38,GA,1726707174.0
425,greymouth,-42.4667,171.2,11.68,87.0,98.0,6.42,NZ,1726707174.0
426,hanceville,34.0607,-86.7675,24.0,81.0,0.0,1.59,US,1726707175.0
427,maintirano,-18.0667,44.0167,23.53,90.0,0.0,1.42,MG,1726707175.0
428,guanare,9.0418,-69.7421,24.34,90.0,17.0,1.42,VE,1726707116.0
429,nelson bay,-32.7167,152.15,24.5,40.0,0.0,4.47,AU,1726707175.0
430,la sierpe,21.7717,-79.2684,25.37,91.0,64.0,2.62,CU,1726707175.0
431,twentynine palms,34.1356,-116.0542,30.08,16.0,0.0,2.75,US,1726706957.0
432,megion,61.0296,76.1136,12.01,95.0,79.0,3.06,RU,1726707176.0
433,vila franca do campo,37.7167,-25.4333,20.23,73.0,1.0,2.86,PT,1726707176.0
434,pacific grove,36.6177,-121.9166,19.82,85.0,0.0,3.09,US,1726706997.0
435,karasu,41.071,30.7854,20.07,81.0,99.0,2.67,TR,1726707176.0
436,slave lake,55.2834,-114.769,15.99,51.0,0.0,4.63,CA,1726707176.0
437,gaspe,48.8334,-64.4819,15.12,100.0,20.0,1.03,CA,1726707176.0
438,verkhnevilyuysk,63.4453,120.3167,0.96,73.0,61.0,3.09,RU,1726707177.0
439,inhambane,-23.865,35.3833,23.22,82.0,0.0,6.18,MZ,1726707177.0
440,kavieng,-2.5744,150.7967,30.29,68.0,18.0,6.72,PG,1726707177.0
441,rawlins,41.7911,-107.2387,16.94,25.0,0.0,8.61,US,1726707177.0
442,palmital,-22.7889,-50.2175,21.25,63.0,8.0,3.73,BR,1726707177.0
443,tadine,-21.55,167.8833,21.95,53.0,94.0,4.65,NC,1726707177.0
444,kabinda,-6.1333,24.4833,20.8,83.0,100.0,2.21,CD,1726707177.0
445,tobi village,,,,,,,,
446,sogndal,61.2283,7.1003,13.21,100.0,51.0,0.0,NO,1726707178.0
447,parambu,-6.2111,-40.6944,26.64,39.0,94.0,1.47,BR,1726707178.0
448,hammerfest,70.6634,23.6821,13.25,94.0,100.0,7.72,NO,1726707178.0
449,arvin,35.2091,-118.8284,28.34,24.0,2.0,3.29,US,1726707178.0
450,maputo,-25.9653,32.5892,22.35,93.0,90.0,2.68,MZ,1726707004.0
451,anabar,,,,,,,,
452,prince rupert,54.3161,-130.3201,13.05,82.0,100.0,5.14,CA,1726707179.0
453,lorengau,-2.0226,147.2712,29.88,71.0,11.0,4.25,PG,1726707179.0
454,musan-up,42.2261,129.2078,20.53,69.0,100.0,1.97,KP,1726707179.0
455,ujae,8.9322,165.7642,29.19,71.0,51.0,7.0,MH,1726707179.0
456,yinchuan,38.4681,106.2731,24.54,64.0,36.0,2.79,CN,1726707180.0
457,okha,53.5739,142.9478,10.74,59.0,47.0,7.65,RU,1726707180.0
458,buka,40.8108,69.1986,17.93,35.0,94.0,2.04,UZ,1726707180.0
459,cockburn town,21.4612,-71.1419,28.94,77.0,57.0,7.78,TC,1726707180.0
460,acarau,-2.8856,-40.12,25.65,79.0,0.0,7.65,BR,1726707180.0
461,cill airne,52.05,-9.5167,11.58,91.0,0.0,1.67,IE,1726707180.0
462,tobruk,32.0836,23.9764,27.3,77.0,97.0,3.37,LY,1726707181.0
463,la tuque,47.4334,-72.7824,18.14,77.0,6.0,0.51,CA,1726707181.0
464,hasaki,35.7333,140.8333,26.12,89.0,95.0,5.01,JP,1726707181.0
465,saint-pierre,-21.3393,55.4781,19.82,68.0,0.0,3.09,RE,1726707181.0
466,alvaraes,-3.2208,-64.8042,28.51,51.0,31.0,0.82,BR,1726707181.0
467,villa gesell,-37.2639,-56.973,12.43,91.0,100.0,5.17,AR,1726707009.0
468,la carolina,38.2756,-3.6153,17.46,76.0,42.0,0.27,ES,1726707182.0
469,barinitas,8.7622,-70.4111,21.68,94.0,31.0,2.4,VE,1726707182.0
470,nagqu,31.5,92.0,5.92,73.0,100.0,1.37,CN,1726707182.0
471,ketchikan,55.3422,-131.6461,12.26,87.0,100.0,7.2,US,1726707182.0
472,serdar,38.9764,56.2757,14.44,39.0,6.0,1.73,TM,1726707182.0
473,novy bydzov,50.2415,15.4908,14.99,66.0,83.0,3.55,CZ,1726707182.0
474,askoy,60.4092,5.226,11.16,100.0,97.0,1.54,NO,1726707183.0
475,zalingei,12.9096,23.4741,21.92,83.0,100.0,0.66,SD,1726707183.0
476,luganville,-15.5333,167.1667,24.8,63.0,91.0,4.62,VU,1726707183.0
477,lata,40.1629,-8.3327,14.2,92.0,5.0,0.47,PT,1726707183.0
478,galliano,29.4422,-90.2992,27.0,83.0,75.0,0.0,US,1726707183.0
479,minas de marcona,-15.2119,-75.1103,11.67,85.0,52.0,4.72,PE,1726707183.0
480,tambura,5.6,27.4667,20.46,95.0,3.0,1.64,SS,1726707183.0
481,caimancito,-23.7407,-64.5937,23.45,47.0,0.0,1.06,AR,1726707184.0
482,kuanda,56.3161,116.0806,5.78,60.0,84.0,3.22,RU,1726707184.0
483,miyaly,48.8844,53.7836,10.27,38.0,0.0,4.24,KZ,1726707184.0
484,boguchany,58.3814,97.4531,4.98,94.0,73.0,1.94,RU,1726707184.0
485,benemerito de las americas,16.5167,-90.6439,25.47,93.0,70.0,0.64,MX,1726707184.0
486,zharkent,44.1628,80.0,14.31,37.0,5.0,1.37,KZ,1726707184.0
487,jabat,7.75,168.9751,28.3,74.0,100.0,2.89,MH,1726707185.0
488,khorixas,-20.3667,14.9667,13.08,53.0,0.0,0.57,NA,1726707185.0
489,asbe teferi,9.0833,40.8667,16.04,80.0,4.0,1.73,ET,1726707185.0
490,ancud,-41.8697,-73.8203,8.53,93.0,100.0,3.3,CL,1726706912.0
491,minab,27.1467,57.0801,29.02,61.0,0.0,0.86,IR,1726707185.0
492,novyy urgal,51.0736,132.5642,7.24,52.0,99.0,1.91,RU,1726707185.0
493,salinas,36.6777,-121.6555,20.05,73.0,0.0,4.63,US,1726707186.0
494,mirny,62.5353,113.9611,0.6,75.0,13.0,3.92,RU,1726707186.0
495,stornoway,58.2093,-6.3865,7.98,93.0,12.0,1.03,GB,1726707186.0
496,cabo san lucas,22.8909,-109.9124,25.42,63.0,70.0,6.71,MX,1726707186.0
497,marsa alam,25.0757,34.8918,28.3,50.0,0.0,5.72,EG,1726707186.0
498,carnarvon,-24.8667,113.6333,23.45,47.0,6.0,7.74,AU,1726707186.0
499,ola,59.5833,151.2833,9.46,62.0,88.0,2.07,RU,1726707187.0
500,lijiang,26.8688,100.2207,17.77,83.0,0.0,0.52,CN,1726707187.0
501,san juan de miraflores,-12.1629,-76.9635,16.21,84.0,61.0,4.41,PE,1726707187.0
502,san angelo,31.4638,-100.437,32.52,49.0,0.0,3.58,US,1726707187.0
503,santa ana,33.7456,-117.8678,23.46,65.0,40.0,4.12,US,1726707187.0
504,kruisfontein,-34.0033,24.7314,10.6,75.0,100.0,10.39,ZA,1726707187.0
505,hirtshals,57.5881,9.9592,14.58,83.0,22.0,3.3,DK,1726707188.0
506,ertil',51.8406,40.8056,10.48,32.0,0.0,1.59,RU,1726707188.0
507,sumberpucung,-8.1586,112.4829,28.28,48.0,90.0,1.37,ID,1726707188.0
508,tarauaca,-8.1614,-70.7656,28.0,43.0,18.0,1.54,BR,1726707134.0
509,tayshet,55.9342,98.0044,5.39,91.0,100.0,1.86,RU,1726707188.0
510,miyang,24.4042,103.4428,21.5,82.0,34.0,3.52,CN,1726707188.0
511,erenhot,43.6475,111.9767,14.67,59.0,32.0,7.3,CN,1726707189.0
512,thunder bay,48.4001,-89.3168,22.99,53.0,40.0,2.06,CA,1726707189.0
513,kandira,41.0736,30.1746,20.28,68.0,100.0,2.44,TR,1726707189.0
514,verdal,63.7933,11.4817,13.13,93.0,46.0,0.95,NO,1726707189.0
515,mthatha,-31.5889,28.7844,13.31,94.0,100.0,6.17,ZA,1726707189.0
516,bargaal,11.2864,51.0773,26.67,69.0,3.0,1.91,SO,1726707189.0
517,marquette,46.5333,-87.6335,19.39,74.0,0.0,2.84,US,1726707002.0
518,nueva gerona,21.8833,-82.8,29.37,71.0,11.0,2.39,CU,1726707190.0
519,yucheng,34.9289,116.4653,25.21,92.0,98.0,2.66,CN,1726707190.0
520,port blair,11.6667,92.75,28.02,83.0,100.0,3.09,IN,1726707191.0
521,kailua-kona,19.6406,-155.9956,28.98,83.0,75.0,2.06,US,1726707191.0
522,hafnarfjordur,64.0671,-21.9377,5.93,81.0,75.0,5.14,IS,1726707191.0
523,dongola,19.1667,30.4833,32.36,18.0,27.0,5.9,SD,1726707191.0
524,griffith,41.5284,-87.4237,23.3,51.0,0.0,0.0,US,1726707191.0
525,revelstoke,50.9832,-118.2023,25.01,31.0,40.0,4.12,CA,1726707170.0
526,una,20.8167,71.0333,23.77,87.0,66.0,2.7,IN,1726707192.0
527,hadibu,12.65,54.0333,25.06,86.0,30.0,3.09,YE,1726707192.0
528,agat village,13.3886,144.6585,31.87,86.0,40.0,3.09,GU,1726707192.0
529,immokalee,26.4187,-81.4173,29.41,69.0,40.0,2.27,US,1726707192.0
530,inhapi,-9.2214,-37.7486,19.75,79.0,0.0,4.57,BR,1726707192.0
531,bubaque,11.2833,-15.8333,26.8,82.0,94.0,4.91,GW,1726707192.0
532,oberboihingen,48.65,9.3667,16.99,72.0,0.0,3.09,DE,1726707193.0
533,chui,-33.6971,-53.4616,14.22,91.0,0.0,4.75,UY,1726707073.0
534,tucumcari,35.1717,-103.725,29.91,21.0,0.0,7.2,US,1726707194.0
535,rock springs,41.5875,-109.2029,17.69,40.0,20.0,7.72,US,1726707194.0
536,rundu,-17.9333,19.7667,21.4,20.0,19.0,2.16,NA,1726707194.0
537,bolgatanga,10.7856,-0.8514,23.5,94.0,57.0,1.39,GH,1726707194.0
538,harper,4.375,-7.7169,24.11,88.0,47.0,4.11,LR,1726707194.0
539,makueni boma,-1.8041,37.6203,17.3,85.0,100.0,2.03,KE,1726707195.0
540,playas,-2.6333,-80.3833,21.13,83.0,81.0,5.81,EC,1726707195.0
541,piton saint-leu,-21.2196,55.3151,18.06,68.0,0.0,3.09,RE,1726707195.0
542,olgii,,,,,,,,
543,freetown,8.484,-13.2299,24.84,94.0,75.0,4.63,SL,1726707195.0
544,kez,57.8979,53.7152,10.34,86.0,6.0,2.11,RU,1726707195.0
545,lubang,13.8584,120.124,28.29,80.0,99.0,11.43,PH,1726707196.0
546,ardakan,32.31,54.0175,22.51,33.0,0.0,5.59,IR,1726707196.0
547,alice springs,-23.7,133.8833,27.75,10.0,5.0,2.57,AU,1726707196.0
548,luang prabang,19.8856,102.1347,23.98,100.0,100.0,1.03,LA,1726707196.0
549,jinxiang,27.4327,120.6062,28.7,82.0,100.0,3.12,CN,1726707196.0
550,carrigaline,51.8117,-8.3986,13.67,87.0,20.0,3.09,IE,1726707196.0
551,richmond hill,43.8711,-79.4372,20.92,79.0,100.0,1.45,CA,1726707196.0
552,longonjo,-12.9067,15.2533,18.48,75.0,90.0,0.53,AO,1726707197.0
553,kulhudhuffushi,6.6221,73.07,27.92,76.0,100.0,5.6,MV,1726707197.0
554,ed damer,17.5928,33.9592,31.95,36.0,4.0,1.92,SD,1726707197.0
555,saudarkrokur,65.7461,-19.6394,3.33,96.0,100.0,3.49,IS,1726707197.0
556,ixtapa,20.7,-105.2,25.95,91.0,96.0,0.77,MX,1726707197.0
557,kangding,30.0513,101.9603,17.9,91.0,87.0,1.21,CN,1726707197.0
558,gvardeysk,54.6477,21.0651,13.97,79.0,0.0,2.57,RU,1726707198.0
559,afif,23.9065,42.9172,26.51,25.0,85.0,7.32,SA,1726707198.0
560,cananea,30.95,-110.3,20.46,41.0,5.0,4.5,MX,1726707198.0
561,basco,20.4487,121.9702,29.14,79.0,100.0,5.0,PH,1726707198.0
562,cibitoke,-2.8833,29.25,20.05,59.0,100.0,1.48,BI,1726707198.0
563,deqen,29.9618,90.7188,10.69,63.0,0.0,0.33,CN,1726707199.0
564,ormara,25.2088,64.6357,26.53,86.0,0.0,1.72,PK,1726707199.0
565,angol,-37.8,-72.7167,7.76,99.0,100.0,3.45,CL,1726707189.0
566,massakory,12.996,15.7293,25.69,75.0,100.0,2.72,TD,1726707199.0
567,gabes,33.8815,10.0982,26.11,79.0,46.0,6.78,TN,1726707199.0
568,touros,-5.1989,-35.4608,24.61,79.0,0.0,7.07,BR,1726707199.0
569,oropesa del mar,40.1,0.15,21.19,67.0,100.0,1.03,ES,1726707200.0
570,balkanabat,39.5108,54.3671,19.69,28.0,2.0,3.97,TM,1726707200.0
571,faya-largeau,17.9257,19.1043,34.52,25.0,0.0,3.93,TD,1726707200.0
572,puerto aysen,-45.4,-72.7,5.19,100.0,100.0,0.75,CL,1726707200.0
573,dauphin,51.1494,-100.0502,20.08,94.0,75.0,4.63,CA,1726707200.0
574,new norfolk,-42.7826,147.0587,10.95,95.0,90.0,4.4,AU,1726707200.0
575,umatilla,45.5001,-118.5014,19.56,55.0,0.0,0.0,US,1726707201.0
576,bridgewater,44.3835,-64.5155,19.82,85.0,100.0,2.06,CA,1726707185.0
577,vila velha,-20.3297,-40.2925,23.3,77.0,100.0,2.57,BR,1726707143.0
578,talcahuano,-36.7167,-73.1167,10.82,93.0,100.0,10.8,CL,1726707201.0
579,port saint john's,-31.6229,29.5448,18.01,89.0,100.0,6.34,ZA,1726707201.0
580,tranovaho,,,,,,,,
581,t'q'ibuli,42.3512,42.9987,15.66,56.0,100.0,7.55,GE,1726707202.0
582,deltebre,40.7499,0.7868,18.25,95.0,51.0,3.91,ES,1726707202.0
583,flin flon,54.7682,-101.865,19.38,63.0,100.0,1.9,CA,1726707202.0
584,chinde,26.8212,87.7095,25.89,76.0,4.0,1.7,NP,1726707202.0
585,ta`u,-14.2336,-169.5144,26.3,74.0,50.0,3.19,AS,1726707202.0
586,taroa,8.7058,171.2275,28.51,74.0,22.0,3.01,MH,1726707202.0
587,pitangui,-19.6828,-44.8903,22.57,57.0,1.0,4.46,BR,1726707203.0
588,kone,-21.0595,164.8658,26.27,38.0,100.0,1.82,NC,1726707203.0
589,mulayjah,27.271,48.4242,28.67,27.0,0.0,4.2,SA,1726707203.0
590,chippewa falls,44.9369,-91.3929,24.43,62.0,100.0,4.92,US,1726707203.0
591,mahanje,-9.9333,35.3333,15.13,79.0,0.0,1.36,TZ,1726707203.0
592,bereznik,62.8551,42.7072,11.96,79.0,100.0,3.77,RU,1726707203.0
593,corner brook,48.9667,-57.9484,13.14,93.0,100.0,0.55,CA,1726707204.0
594,pasni,25.2631,63.471,26.43,88.0,0.0,2.05,PK,1726707204.0
595,wanning,18.8003,110.3967,26.86,91.0,99.0,7.15,CN,1726707204.0
596,bogandinskiy,56.8937,65.8938,10.53,85.0,70.0,3.02,RU,1726707204.0
597,tambo,-14.8,-73.9167,6.37,42.0,30.0,1.04,PE,1726707204.0
598,shihezi,44.3,86.0333,13.78,33.0,0.0,3.0,CN,1726707204.0
599,zahle,33.8497,35.9042,12.48,80.0,96.0,1.53,LB,1726707205.0
600,jinhua,29.1078,119.6547,28.82,77.0,100.0,1.74,CN,1726707205.0
601,east london,-33.0153,27.9116,16.31,66.0,15.0,4.14,ZA,1726707020.0
602,singkil,-7.9855,111.4161,27.49,55.0,84.0,0.7,ID,1726707205.0
603,ar rutbah,33.0381,40.2848,21.93,47.0,0.0,2.71,IQ,1726707205.0
604,sirte,31.2089,16.5887,26.23,81.0,100.0,3.82,LY,1726707205.0
605,pechora,65.1472,57.2244,10.27,95.0,100.0,1.73,RU,1726707100.0
